06:44:20.586 INFO  -----------------------------------------------------------------
06:44:20.592 INFO  |       0.55000 |       0.12345 |       0.00000 |   23423.00000 | 
06:44:20.595 INFO  |   99999.99999 |       0.00000 |      12.00000 |     234.00000 | 
06:44:20.601 INFO  |    1345.00000 |       0.12300 |    2134.00000 |      32.00000 | 
06:44:20.604 INFO  |       0.23400 |     234.00000 |     234.00000 |     321.00000 | 
06:44:20.638 INFO  -----------------------------------------------------------------
06:44:21.099 INFO  0.005
06:44:21.134 INFO  0.005
06:44:21.148 INFO  0.005
06:44:21.187 INFO  0.005
06:44:21.208 INFO  0.005
06:44:21.209 INFO  0.005
06:44:21.210 INFO  0.005
06:44:21.210 INFO  0.005
06:44:21.211 INFO  0.005
06:44:21.290 INFO  0.005
06:44:21.291 INFO  0.005
06:44:21.292 INFO  0.005
06:44:21.293 INFO  0.005
06:44:21.293 INFO  0.005
06:44:21.294 INFO  0.005
06:44:21.295 INFO  0.005
06:44:21.296 INFO  0.005
06:44:21.296 INFO  0.005
06:44:21.297 INFO  0.005
06:44:21.298 INFO  0.005
06:44:21.299 INFO  0.005
06:44:21.340 INFO  0.005
06:44:21.341 INFO  0.005
06:44:21.342 INFO  0.005
06:44:21.372 INFO  0.005
06:44:21.373 INFO  0.005
06:44:21.393 INFO  0.005
06:44:21.414 INFO  0.005
06:44:21.461 INFO  0.005
06:44:21.462 INFO  0.005
06:44:21.463 INFO  0.005
06:44:21.483 INFO  0.005
06:44:21.505 INFO  0.005
06:44:21.506 INFO  0.005
06:44:21.526 INFO  0.005
06:44:21.545 INFO  0.005
06:44:21.564 INFO  0.005
06:44:21.602 INFO  0.005
06:44:21.603 INFO  0.005
06:44:21.604 INFO  0.005
06:44:21.628 INFO  0.005
06:44:21.655 INFO  0.005
06:44:21.656 INFO  0.005
06:44:21.676 INFO  0.005
06:44:21.698 INFO  0.005
06:44:21.869 INFO  0.005
06:44:21.871 INFO  0.005
06:44:21.872 INFO  0.005
06:44:21.873 INFO  0.005
06:44:21.874 INFO  0.005
06:44:21.874 INFO  0.005
06:44:21.875 INFO  0.005
06:44:21.876 INFO  0.005
06:44:21.878 INFO  0.005
06:44:21.879 INFO  0.005
06:44:21.881 INFO  0.005
06:44:21.904 INFO  0.005
06:44:21.905 INFO  0.005
06:44:21.927 INFO  0.005
06:44:21.949 INFO  0.005
06:44:21.973 INFO  0.005
06:44:21.974 INFO  0.005
06:44:22.013 INFO  0.005
06:44:22.014 INFO  0.005
06:44:22.036 INFO  0.005
06:44:22.037 INFO  0.005
06:44:22.055 INFO  0.005
06:44:22.072 INFO  0.005
06:44:22.093 INFO  0.005
06:44:22.139 INFO  0.005
06:44:22.141 INFO  0.005
06:44:22.142 INFO  0.005
06:44:22.159 INFO  0.005
06:44:22.177 INFO  0.005
06:44:22.196 INFO  0.005
06:44:22.215 INFO  0.005
06:44:22.234 INFO  0.005
06:44:22.235 INFO  0.005
06:44:22.268 INFO  0.005
06:44:22.274 INFO  0.005
06:44:22.293 INFO  0.005
06:44:22.315 INFO  0.005
06:44:22.335 INFO  0.005
06:44:22.335 INFO  0.005
06:44:22.355 INFO  0.005
06:44:22.374 INFO  0.005
06:44:22.414 INFO  0.005
06:44:22.415 INFO  0.005
06:44:22.437 INFO  0.005
06:44:22.439 INFO  0.005
06:44:22.460 INFO  0.005
06:44:22.483 INFO  0.005
06:44:22.484 INFO  0.005
06:44:22.505 INFO  0.005
06:44:22.555 INFO  0.005
06:44:22.556 INFO  0.005
06:44:22.557 INFO  0.005
06:44:22.574 INFO  0.005
06:44:22.592 INFO  0.005
06:44:22.610 INFO  0.005
06:44:22.628 INFO  0.005
06:44:22.648 INFO  0.005
06:44:22.692 INFO  0.005
06:44:22.693 INFO  0.005
06:44:22.694 INFO  0.005
06:44:22.713 INFO  0.005
06:44:22.736 INFO  0.005
06:44:22.737 INFO  0.005
06:44:22.757 INFO  0.005
06:44:22.780 INFO  0.005
06:44:22.813 INFO  0.005
06:44:22.836 INFO  0.005
06:44:22.862 INFO  0.005
06:44:22.874 INFO  0.005
06:44:22.875 INFO  0.005
06:44:22.900 INFO  0.005
06:44:22.901 INFO  0.005
06:44:22.902 INFO  0.005
06:44:22.925 INFO  0.005
06:44:22.952 INFO  0.005
06:44:22.953 INFO  0.005
06:44:23.000 INFO  0.005
06:44:23.001 INFO  0.005
06:44:23.002 INFO  0.005
06:44:23.027 INFO  0.005
06:44:23.063 INFO  0.005
06:44:23.064 INFO  0.005
06:44:23.090 INFO  0.005
06:44:23.091 INFO  0.005
06:44:23.132 INFO  0.005
06:44:23.133 INFO  0.005
06:44:23.155 INFO  0.005
06:44:23.156 INFO  0.005
06:44:23.181 INFO  0.005
06:44:23.206 INFO  0.005
06:44:23.207 INFO  0.005
06:44:23.228 INFO  0.005
06:44:23.269 INFO  0.005
06:44:23.288 INFO  0.005
06:44:23.296 INFO  0.005
06:44:23.319 INFO  0.005
06:44:23.328 INFO  0.005
06:44:23.372 INFO  0.005
06:44:23.395 INFO  0.005
06:44:23.411 INFO  0.005
06:44:23.420 INFO  0.005
06:44:23.421 INFO  0.005
06:44:23.445 INFO  0.005
06:44:23.457 INFO  0.005
06:44:23.460 INFO  0.005
06:44:23.502 INFO  0.005
06:44:23.513 INFO  0.005
06:44:23.517 INFO  0.005
06:44:23.528 INFO  0.005
06:44:23.551 INFO  0.005
06:44:23.552 INFO  0.005
06:44:23.552 INFO  0.005
06:44:23.574 INFO  0.005
06:44:23.598 INFO  0.005
